index,mese,giorno,ora,rain,temp,radiaz
1742,3,14,14.00,4.7,-0.2,26
1743,3,14,15.00,0.8,-0.3,28
1744,3,14,16.00,0.0,-0.4,18
1745,3,14,17.00,0.0,-0.7,6
1746,3,14,18.00,0.0,-1.5,0
1747,3,14,19.00,0.0,-1.9,0
1748,3,14,20.00,0.0,-2.6,0
1749,3,14,21.00,0.0,-3.5,0
1750,3,14,22.00,0.0,-5.9,0
1751,3,14,23.00,0.0,-6.0,0
1752,3,14,24.00,0.0,-6.7,0
1753,3,15,1.00,0.0,-8.2,0
1754,3,15,2.00,0.0,-7.7,0
1755,3,15,3.00,0.0,-7.2,0
1756,3,15,4.00,0.0,-7.3,0
1757,3,15,5.00,0.0,-9.4,0
1758,3,15,6.00,0.0,-7.4,6
1759,3,15,7.00,0.0,-4.1,70
1760,3,15,8.00,0.0,-1.8,151
1761,3,15,9.00,0.0,1.7,353
1762,3,15,10.00,0.0,3.7,1355
1763,3,15,11.00,0.0,4.8,2006
1764,3,15,12.00,0.0,5.7,2696
1765,3,15,13.00,0.0,6.9,2533
1766,3,15,14.00,0.0,6.5,1905
1767,3,15,15.00,0.0,4.2,1196
1768,3,15,16.00,0.0,4.2,653
1769,3,15,17.00,0.0,1.6,263
1770,3,15,18.00,0.0,0.6,1
1771,3,15,19.00,0.0,-0.6,0
1772,3,15,20.00,0.0,-0.6,0
1773,3,15,21.00,0.0,-1.3,0
1774,3,15,22.00,0.0,-2.5,0
1775,3,15,23.00,0.0,-2.9,0
1776,3,15,24.00,0.0,-2.5,0
1777,3,16,1.00,0.0,-3.8,0
1778,3,16,2.00,0.0,-3.6,0
1779,3,16,3.00,0.0,-3.6,0
1780,3,16,4.00,0.0,-4.1,0
1781,3,16,5.00,0.0,-4.4,0
1782,3,16,6.00,0.0,-4.4,67
1783,3,16,7.00,0.0,-1.9,653
1784,3,16,8.00,0.0,3.2,1505
1785,3,16,9.00,0.0,5.0,2306
1786,3,16,10.00,0.0,5.6,1777
1787,3,16,11.00,0.0,6.7,1577
1788,3,16,12.00,0.0,6.2,1513
1789,3,16,13.00,0.0,6.2,1024
1790,3,16,14.00,0.0,5.9,1349
1791,3,16,15.00,0.0,5.4,1146
1792,3,16,16.00,0.0,5.6,550
1793,3,16,17.00,0.0,2.7,273
1794,3,16,18.00,0.0,0.7,3
1795,3,16,19.00,0.0,-1.7,0
1796,3,16,20.00,0.0,-2.6,0
1797,3,16,21.00,0.0,-2.7,0
1798,3,16,22.00,0.0,-3.2,0
1799,3,16,23.00,0.0,-3.5,0
1800,3,16,24.00,0.0,-4.8,0
1801,3,17,1.00,0.0,-4.3,0
1802,3,17,2.00,0.0,-5.0,0
1803,3,17,3.00,0.0,-4.5,0
1804,3,17,4.00,0.0,-5.2,0
1805,3,17,5.00,0.0,-5.7,0
1806,3,17,6.00,0.0,-5.2,49
1807,3,17,7.00,0.0,-2.8,301
1808,3,17,8.00,0.0,0.1,813
1809,3,17,9.00,0.0,2.4,1236
1810,3,17,10.00,0.0,5.1,2062
1811,3,17,11.00,0.0,4.3,1797
1812,3,17,12.00,0.0,4.5,1468
1813,3,17,13.00,0.0,4.0,1493
1814,3,17,14.00,0.0,3.5,1224
1815,3,17,15.00,0.0,4.7,1433
1816,3,17,16.00,0.0,4.7,1120
1817,3,17,17.00,0.0,1.5,340
1818,3,17,18.00,0.0,-0.5,2
1819,3,17,19.00,0.0,-1.5,0
1820,3,17,20.00,0.0,-2.0,0
1821,3,17,21.00,0.0,-3.0,0
1822,3,17,22.00,0.0,-3.4,0
1823,3,17,23.00,0.0,-4.8,0
1824,3,17,24.00,0.0,-4.5,0
1825,3,18,1.00,0.0,-4.8,0
1826,3,18,2.00,0.0,-5.0,0
1827,3,18,3.00,0.0,-5.8,0
1828,3,18,4.00,0.0,-6.8,0
1829,3,18,5.00,0.0,-6.6,0
1830,3,18,6.00,0.0,-5.6,110
1831,3,18,7.00,0.0,-2.5,752
1832,3,18,8.00,0.0,0.7,1151
1833,3,18,9.00,0.0,1.8,1734
1834,3,18,10.00,0.0,3.4,1787
1835,3,18,11.00,0.0,4.6,2519
1836,3,18,12.00,0.0,3.6,1618
1837,3,18,13.00,0.0,3.6,1654
1838,3,18,14.00,0.0,2.7,768
1839,3,18,15.00,0.0,2.7,1182
1840,3,18,16.00,0.0,0.3,769
1841,3,18,17.00,0.0,0.0,228
1842,3,18,18.00,0.0,-1.6,3
1843,3,18,19.00,0.0,-2.3,0
1844,3,18,20.00,0.0,-2.7,0
1845,3,18,21.00,0.0,-3.3,0
1846,3,18,22.00,0.0,-3.9,0
1847,3,18,23.00,0.0,-4.9,0
1848,3,18,24.00,0.0,-5.2,0
1849,3,19,1.00,0.0,-6.0,0
1850,3,19,2.00,0.0,-6.4,0
1851,3,19,3.00,0.0,-6.9,0
1852,3,19,4.00,0.0,-7.3,0
1853,3,19,5.00,0.0,-7.6,0
1854,3,19,6.00,0.0,-7.0,113
1855,3,19,7.00,0.0,-4.1,926
1856,3,19,8.00,0.0,-1.0,1741
1857,3,19,9.00,0.0,0.6,2406
1858,3,19,10.00,0.0,2.6,2887
1859,3,19,11.00,0.0,3.4,2931
1860,3,19,12.00,0.0,2.7,1275
1861,3,19,13.00,0.0,2.2,1513
1862,3,19,14.00,0.0,3.9,1279
1863,3,19,15.00,0.0,2.1,580
1864,3,19,16.00,0.0,2.0,466
1865,3,19,17.00,0.0,1.1,177
1866,3,19,18.00,0.0,-1.0,4
1867,3,19,19.00,0.0,-1.8,0
1868,3,19,20.00,0.0,-2.5,0
1869,3,19,21.00,0.0,-2.5,0
1870,3,19,22.00,0.0,-3.3,0
1871,3,19,23.00,0.0,-4.0,0
1872,3,19,24.00,0.0,-4.6,0
1873,3,20,1.00,0.0,-5.2,0
1874,3,20,2.00,0.0,-6.2,0
1875,3,20,3.00,0.0,-6.7,0
1876,3,20,4.00,0.0,-6.5,0
1877,3,20,5.00,0.0,-6.6,0
1878,3,20,6.00,0.0,-6.2,60
1879,3,20,7.00,0.0,-2.7,-
1880,3,20,8.00,0.0,0.3,1925
1881,3,20,9.00,0.0,1.6,2416
1882,3,20,10.00,0.0,1.4,2762
1883,3,20,11.00,0.3,-2.2,1081
1884,3,20,12.00,0.0,0.4,1059
1885,3,20,13.00,0.0,0.4,2398
1886,3,20,14.00,0.0,1.7,2310
1887,3,20,15.00,0.0,-0.5,525
1888,3,20,16.00,0.0,-1.2,282
1889,3,20,17.00,0.0,-1.4,238
1890,3,20,18.00,0.1,-2.4,4
1891,3,20,19.00,0.0,-2.7,0
1892,3,20,20.00,0.0,-3.2,0
1893,3,20,21.00,0.0,-3.3,0
1894,3,20,22.00,0.0,-4.8,0
1895,3,20,23.00,0.0,-4.9,0
1896,3,20,24.00,0.0,-7.0,0
1897,3,21,1.00,0.0,-7.6,0
1898,3,21,2.00,0.0,-8.7,0
1899,3,21,3.00,0.0,-9.4,0
1900,3,21,4.00,0.0,-9.5,0
1901,3,21,5.00,0.0,-10.0,0
1902,3,21,6.00,0.0,-9.2,124
1903,3,21,7.00,0.0,-6.5,769
1904,3,21,8.00,0.0,-5.3,513
1905,3,21,9.00,0.0,-3.7,769
1906,3,21,10.00,0.0,-2.7,1346
1907,3,21,11.00,0.0,-2.0,1202
1908,3,21,12.00,0.0,-1.8,1534
1909,3,21,13.00,0.0,-0.6,1758
1910,3,21,14.00,0.0,-0.6,1078
1911,3,21,15.00,0.0,-0.5,915
1912,3,21,16.00,0.0,-0.1,664
1913,3,21,17.00,0.0,-0.6,517
1914,3,21,18.00,0.0,-1.4,23
1915,3,21,19.00,0.0,-2.5,0
1916,3,21,20.00,0.0,-3.2,0
1917,3,21,21.00,0.0,-3.7,0
1918,3,21,22.00,0.0,-4.9,0
1919,3,21,23.00,0.0,-5.4,0
1920,3,21,24.00,0.0,-6.1,0
1921,3,22,1.00,0.0,-6.8,0
1922,3,22,2.00,0.0,-6.6,0
1923,3,22,3.00,0.0,-7.0,0
1924,3,22,4.00,0.0,-7.5,0
1925,3,22,5.00,0.0,-7.5,0
1926,3,22,6.00,0.0,-6.0,178
1927,3,22,7.00,0.0,-2.7,701
1928,3,22,8.00,0.0,-0.1,991
1929,3,22,9.00,0.0,4.8,2308
1930,3,22,10.00,0.0,4.8,2738
1931,3,22,11.00,0.0,4.4,1952
1932,3,22,12.00,0.0,4.5,1328
1933,3,22,13.00,0.0,4.7,666
1934,3,22,14.00,0.0,5.7,833
1935,3,22,15.00,0.0,5.4,922
1936,3,22,16.00,0.0,4.2,236
1937,3,22,17.00,0.0,3.5,-
1938,3,22,18.00,0.0,1.3,11
1939,3,22,19.00,0.0,-0.7,0
1940,3,22,20.00,0.0,-1.1,0
1941,3,22,21.00,0.0,-1.4,0
1942,3,22,22.00,0.0,-0.9,0
1943,3,22,23.00,0.0,-1.8,0
1944,3,22,24.00,0.0,-2.8,0
1945,3,23,1.00,0.0,-3.3,0
1946,3,23,2.00,0.0,-4.5,0
1947,3,23,3.00,0.0,-4.6,0
1948,3,23,4.00,0.0,-5.3,0
1949,3,23,5.00,0.0,-5.4,0
1950,3,23,6.00,0.0,-4.2,163
1951,3,23,7.00,0.0,-1.6,946
1952,3,23,8.00,0.0,2.1,1598
1953,3,23,9.00,0.0,4.6,1868
1954,3,23,10.00,0.0,4.3,1482
1955,3,23,11.00,0.0,6.0,2040
1956,3,23,12.00,0.0,7.7,3072
1957,3,23,13.00,0.0,7.7,2930
1958,3,23,14.00,0.0,8.0,2353
1959,3,23,15.00,0.0,8.1,1885
1960,3,23,16.00,0.0,8.0,1124
1961,3,23,17.00,0.0,4.3,384
1962,3,23,18.00,0.0,1.9,6
1963,3,23,19.00,0.0,0.2,0
1964,3,23,20.00,0.0,-0.9,0
1965,3,23,21.00,0.0,-1.9,0
1966,3,23,22.00,0.0,-2.9,0
1967,3,23,23.00,0.0,-3.3,0
1968,3,23,24.00,0.0,-3.5,0
1969,3,24,1.00,0.0,-4.1,0
1970,3,24,2.00,0.0,-4.8,0
1971,3,24,3.00,0.0,-4.3,0
1972,3,24,4.00,0.0,-4.9,0
1973,3,24,5.00,0.0,-5.5,0
1974,3,24,6.00,0.0,-3.9,184
1975,3,24,7.00,0.0,-0.7,1110
1976,3,24,8.00,0.0,3.1,1921
1977,3,24,9.00,0.0,4.9,2126
1978,3,24,10.00,0.0,6.6,2576
1979,3,24,11.00,0.0,8.6,2815
1980,3,24,12.00,0.0,10.3,2854
1981,3,24,13.00,0.0,11.6,2691
1982,3,24,14.00,0.0,12.5,2326
1983,3,24,15.00,0.0,13.1,1787
1984,3,24,16.00,0.0,10.3,1118
1985,3,24,17.00,0.0,7.3,412
1986,3,24,18.00,0.0,5.4,7
1987,3,24,19.00,0.0,3.1,0
1988,3,24,20.00,0.0,1.9,0
1989,3,24,21.00,0.0,0.5,0
1990,3,24,22.00,0.0,-0.1,0
1991,3,24,23.00,0.0,-0.8,0
1992,3,24,24.00,0.0,-0.7,0
1993,3,25,1.00,0.0,-1.3,0
1994,3,25,2.00,0.0,-1.5,0
1995,3,25,3.00,0.0,-2.6,0
1996,3,25,4.00,0.0,-2.5,0
1997,3,25,5.00,0.0,-3.4,1
1998,3,25,6.00,0.0,-1.7,172
1999,3,25,7.00,0.0,1.7,1079
2000,3,25,8.00,0.0,5.2,1607
2001,3,25,9.00,0.0,8.1,2131
2002,3,25,10.00,0.0,11.5,2597
2003,3,25,11.00,0.0,13.6,2834
2004,3,25,12.00,0.0,14.8,2865
2005,3,25,13.00,0.0,15.9,2675
2006,3,25,14.00,0.0,15.6,2261
2007,3,25,15.00,0.0,15.3,1780
2008,3,25,16.00,0.0,13.2,1036
2009,3,25,17.00,0.0,8.1,286
2010,3,25,18.00,0.0,5.5,7
2011,3,25,19.00,0.0,4.2,0
2012,3,25,20.00,0.0,2.7,0
2013,3,25,21.00,0.0,2.1,0
2014,3,25,22.00,0.0,1.3,0
2015,3,25,23.00,0.0,0.3,0
2016,3,25,24.00,0.0,-0.3,0
2017,3,26,1.00,0.0,-0.7,0
2018,3,26,2.00,0.0,-1.0,0
2019,3,26,3.00,0.0,-1.2,0
2020,3,26,4.00,0.0,-1.4,0
2021,3,26,5.00,0.0,-2.0,1
2022,3,26,6.00,0.0,-0.5,148
2023,3,26,7.00,0.0,2.8,888
2024,3,26,8.00,0.0,7.2,1518
2025,3,26,9.00,0.0,9.8,2083
2026,3,26,10.00,0.0,11.9,2546
2027,3,26,11.00,0.0,14.5,2767
2028,3,26,12.00,0.0,15.1,2631
2029,3,26,13.00,0.0,15.2,2701
2030,3,26,14.00,0.0,15.0,2290
2031,3,26,15.00,0.0,13.9,1707
2032,3,26,16.00,0.0,12.4,1018
2033,3,26,17.00,0.0,9.5,332
2034,3,26,18.00,0.0,6.7,9
2035,3,26,19.00,0.0,5.9,0
2036,3,26,20.00,0.0,4.1,0
2037,3,26,21.00,0.0,3.2,0
2038,3,26,22.00,0.0,2.9,0
2039,3,26,23.00,0.0,2.8,0
2040,3,26,24.00,0.0,2.4,0
2041,3,27,1.00,0.0,4.0,0
2042,3,27,2.00,0.0,4.0,0
2043,3,27,3.00,0.0,4.1,0
2044,3,27,4.00,0.0,3.1,0
2045,3,27,5.00,0.0,1.9,0
2046,3,27,6.00,0.0,3.0,155
2047,3,27,7.00,0.0,6.0,723
2048,3,27,8.00,0.0,7.0,776
2049,3,27,9.00,0.0,9.0,883
2050,3,27,10.00,0.0,9.9,1791
2051,3,27,11.00,0.0,10.7,1492
2052,3,27,12.00,0.0,11.1,1552
2053,3,27,13.00,0.0,12.2,2470
2054,3,27,14.00,0.0,12.4,2244
2055,3,27,15.00,0.0,12.1,1636
2056,3,27,16.00,0.0,11.0,932
2057,3,27,17.00,0.0,8.7,329
2058,3,27,18.00,0.0,6.5,14
2059,3,27,19.00,0.0,4.5,0
2060,3,27,20.00,0.0,3.2,0
2061,3,27,21.00,0.0,3.5,0
2062,3,27,22.00,0.0,3.0,0
2063,3,27,23.00,0.0,2.9,0
2064,3,27,24.00,0.0,3.2,0
2065,3,28,1.00,0.0,3.6,0
2066,3,28,2.00,0.0,3.1,0
2067,3,28,3.00,0.0,3.2,0
2068,3,28,4.00,0.0,3.2,0
2069,3,28,5.00,0.0,2.9,1
2070,3,28,6.00,0.0,3.3,85
2071,3,28,7.00,0.0,5.3,195
2072,3,28,8.00,0.0,5.7,520
2073,3,28,9.00,0.0,5.5,402
2074,3,28,10.00,0.0,5.6,388
2075,3,28,11.00,0.1,5.0,351
2076,3,28,12.00,0.1,4.9,555
2077,3,28,13.00,0.0,6.6,1977
2078,3,28,14.00,0.0,7.7,2214
2079,3,28,15.00,0.0,8.1,1666
2080,3,28,16.00,0.0,7.4,988
2081,3,28,17.00,0.0,5.9,340
2082,3,28,18.00,0.0,4.2,25
2083,3,28,19.00,0.0,2.4,0
2084,3,28,20.00,0.0,1.8,0
2085,3,28,21.00,0.0,1.7,0
2086,3,28,22.00,0.0,1.1,0
2087,3,28,23.00,0.0,0.3,0
2088,3,28,24.00,0.0,0.5,0
2089,3,29,1.00,0.0,0.3,0
2090,3,29,2.00,0.0,0.2,0
2091,3,29,3.00,0.0,-1.1,0
2092,3,29,4.00,0.0,-1.0,0
2093,3,29,5.00,0.0,-1.1,2
2094,3,29,6.00,0.0,-0.3,144
2095,3,29,7.00,0.0,1.5,470
2096,3,29,8.00,0.0,5.2,1211
2097,3,29,9.00,0.0,8.8,1849
2098,3,29,10.00,0.0,11.9,2676
2099,3,29,11.00,0.0,13.7,2546
2100,3,29,12.00,0.0,15.8,-
2101,3,29,13.00,0.0,17.3,2190
2102,3,29,14.00,0.0,18.6,2261
2103,3,29,15.00,0.0,16.6,1363
2104,3,29,16.00,0.0,13.5,950
2105,3,29,17.00,0.0,10.4,432
2106,3,29,18.00,0.0,7.5,22
2107,3,29,19.00,0.0,5.6,0
2108,3,29,20.00,0.0,4.8,0
2109,3,29,21.00,0.0,4.0,0
2110,3,29,22.00,0.0,3.0,0
2111,3,29,23.00,0.0,3.0,0
2112,3,29,24.00,0.0,2.1,0
2113,3,30,1.00,0.0,0.7,0
2114,3,30,2.00,0.0,1.5,0
2115,3,30,3.00,0.0,0.0,0
2116,3,30,4.00,0.0,0.4,0
2117,3,30,5.00,0.0,-0.3,4
2118,3,30,6.00,0.0,1.6,187
2119,3,30,7.00,0.0,6.2,974
2120,3,30,8.00,0.0,10.5,1619
2121,3,30,9.00,0.0,13.5,2182
2122,3,30,10.00,0.0,16.1,2647
2123,3,30,11.00,0.0,17.9,2877
2124,3,30,12.00,0.0,19.7,2909
2125,3,30,13.00,0.0,20.7,2736
2126,3,30,14.00,0.0,20.8,2366
2127,3,30,15.00,0.0,20.0,1830
2128,3,30,16.00,0.0,15.3,1167
2129,3,30,17.00,0.0,12.1,462
2130,3,30,18.00,0.0,8.6,14
2131,3,30,19.00,0.0,7.5,0
2132,3,30,20.00,0.0,5.5,0
2133,3,30,21.00,0.0,4.7,0
2134,3,30,22.00,0.0,3.3,0
2135,3,30,23.00,0.0,3.0,0
2136,3,30,24.00,0.0,3.3,0
2137,3,31,1.00,0.0,2.9,0
2138,3,31,2.00,0.0,1.7,0
2139,3,31,3.00,0.0,1.2,0
2140,3,31,4.00,0.0,1.1,0
2141,3,31,5.00,0.0,0.9,6
2142,3,31,6.00,0.0,2.5,188
2143,3,31,7.00,0.0,6.6,937
2144,3,31,8.00,0.0,11.0,1619
2145,3,31,9.00,0.0,14.2,2180
2146,3,31,10.00,0.0,16.6,2628
2147,3,31,11.00,0.0,18.8,2848
2148,3,31,12.00,0.0,20.7,2867
2149,3,31,13.00,0.0,21.8,2689
2150,3,31,14.00,0.0,21.4,2337
2151,3,31,15.00,0.0,20.7,1791
2152,3,31,16.00,0.0,15.9,1143
2153,3,31,17.00,0.0,12.3,461
2154,3,31,18.00,0.0,9.9,15
2155,3,31,19.00,0.0,8.0,0
2156,3,31,20.00,0.0,6.4,0
2157,3,31,21.00,0.0,5.7,0
2158,3,31,22.00,0.0,4.9,0
2159,3,31,23.00,0.0,4.2,0
2160,3,31,24.00,0.0,4.1,0
2161,4,1,1.00,0.0,3.7,0
2162,4,1,2.00,0.0,3.0,0
2163,4,1,3.00,0.0,2.9,0
2164,4,1,4.00,0.0,2.6,0
2165,4,1,5.00,0.0,2.4,6
2166,4,1,6.00,0.0,3.7,203
2167,4,1,7.00,0.0,8.2,964
2168,4,1,8.00,0.0,12.9,1634
2169,4,1,9.00,0.0,15.4,1954
2170,4,1,10.00,0.0,17.5,1992
2171,4,1,11.00,0.0,20.5,2615
2172,4,1,12.00,0.0,21.4,2834
2173,4,1,13.00,0.0,22.7,2771
2174,4,1,14.00,0.0,22.3,2406
2175,4,1,15.00,0.0,21.5,1803
2176,4,1,16.00,0.0,16.3,1216
2177,4,1,17.00,0.0,13.2,471
2178,4,1,18.00,0.0,10.0,24
2179,4,1,19.00,0.0,8.9,0
2180,4,1,20.00,0.0,8.3,0
2181,4,1,21.00,0.0,7.0,0
2182,4,1,22.00,0.0,6.3,0
2183,4,1,23.00,0.0,5.3,0
2184,4,1,24.00,0.0,5.2,0
2185,4,2,1.00,0.0,5.8,1
2186,4,2,2.00,0.0,4.6,0
2187,4,2,3.00,0.0,4.1,0
2188,4,2,4.00,0.0,3.7,0
2189,4,2,5.00,0.0,3.5,6
2190,4,2,6.00,0.0,4.3,186
2191,4,2,7.00,0.0,7.4,593
2192,4,2,8.00,0.0,12.6,1592
2193,4,2,9.00,0.0,16.7,2581
2194,4,2,10.00,0.0,18.5,2576
2195,4,2,11.00,0.0,16.7,2034
2196,4,2,12.00,0.0,17.4,1615
2197,4,2,13.00,0.0,18.7,2100
2198,4,2,14.00,0.0,19.2,2232
2199,4,2,15.00,0.0,18.7,1424
2200,4,2,16.00,0.0,17.5,804
2201,4,2,17.00,0.0,13.6,340
2202,4,2,18.00,0.0,11.5,34
2203,4,2,19.00,0.0,10.3,0
2204,4,2,20.00,0.0,9.6,0
2205,4,2,21.00,0.0,8.5,0
2206,4,2,22.00,0.0,10.8,0
2207,4,2,23.00,2.9,7.4,0
2208,4,2,24.00,0.0,6.8,0
2209,4,3,1.00,0.0,5.8,0
2210,4,3,2.00,0.1,5.6,0
2211,4,3,3.00,0.0,5.0,0
2212,4,3,4.00,0.0,4.1,0
2213,4,3,5.00,0.0,4.0,9
2214,4,3,6.00,0.0,5.8,157
2215,4,3,7.00,0.0,6.3,492
2216,4,3,8.00,0.0,8.5,1661
2217,4,3,9.00,0.0,8.3,1388
2218,4,3,10.00,0.0,8.9,1141
2219,4,3,11.00,0.0,9.5,1980
2220,4,3,12.00,0.0,10.5,2187
2221,4,3,13.00,0.0,10.2,2414
2222,4,3,14.00,0.0,10.7,2539
2223,4,3,15.00,0.0,9.6,1975
2224,4,3,16.00,0.0,8.5,1291
2225,4,3,17.00,0.0,6.8,574
2226,4,3,18.00,0.0,5.1,22
2227,4,3,19.00,0.0,3.1,0
2228,4,3,20.00,0.0,1.0,0
2229,4,3,21.00,0.0,0.2,0
2230,4,3,22.00,0.0,-0.9,0
2231,4,3,23.00,0.0,-1.6,0
2232,4,3,24.00,0.0,-2.4,0
2233,4,4,1.00,0.0,-2.3,0
2234,4,4,2.00,0.0,-2.9,0
2235,4,4,3.00,0.0,-3.5,0
2236,4,4,4.00,0.0,-3.3,0
2237,4,4,5.00,0.0,-3.1,8
2238,4,4,6.00,0.0,-1.5,150
2239,4,4,7.00,0.0,2.0,529
2240,4,4,8.00,0.0,3.1,890
2241,4,4,9.00,0.0,4.0,920
2242,4,4,10.00,0.0,5.7,1609
2243,4,4,11.00,0.0,7.9,2171
2244,4,4,12.00,0.0,8.6,3113
2245,4,4,13.00,0.0,9.1,3094
2246,4,4,14.00,0.0,9.0,2535
2247,4,4,15.00,0.0,9.1,1934
2248,4,4,16.00,0.0,9.1,1301
2249,4,4,17.00,0.0,5.6,579
2250,4,4,18.00,0.0,3.4,22
2251,4,4,19.00,0.0,2.4,0
2252,4,4,20.00,0.0,1.4,0
2253,4,4,21.00,0.0,0.4,0
2254,4,4,22.00,0.0,-0.7,0
2255,4,4,23.00,0.0,-1.3,0
2256,4,4,24.00,0.0,-1.9,0
2257,4,5,1.00,0.0,-2.0,0
2258,4,5,2.00,0.0,-2.4,0
2259,4,5,3.00,0.0,-2.5,0
2260,4,5,4.00,0.0,-2.9,0
2261,4,5,5.00,0.0,-2.8,16
2262,4,5,6.00,0.0,0.0,365
2263,4,5,7.00,0.0,3.8,1215
2264,4,5,8.00,0.0,6.7,1768
2265,4,5,9.00,0.0,7.8,2313
2266,4,5,10.00,0.0,9.2,2759
2267,4,5,11.00,0.0,10.1,3001
2268,4,5,12.00,0.0,11.3,3015
2269,4,5,13.00,0.0,10.8,2650
2270,4,5,14.00,0.0,9.3,2162
2271,4,5,15.00,0.0,9.2,1577
2272,4,5,16.00,0.0,7.9,926
2273,4,5,17.00,0.0,6.9,268
2274,4,5,18.00,0.0,6.3,36
2275,4,5,19.00,0.0,5.8,0
2276,4,5,20.00,0.0,5.5,0
2277,4,5,21.00,0.0,5.5,0
2278,4,5,22.00,0.0,5.5,0
2279,4,5,23.00,0.0,4.9,0
2280,4,5,24.00,0.0,4.6,0
2281,4,6,1.00,0.0,4.5,0
2282,4,6,2.00,0.0,3.0,0
2283,4,6,3.00,0.6,1.8,0
2284,4,6,4.00,1.7,-0.9,0
2285,4,6,5.00,1.6,-1.9,3
2286,4,6,6.00,0.4,-2.3,45
2287,4,6,7.00,0.2,-1.7,134
2288,4,6,8.00,0.0,-1.0,311
2289,4,6,9.00,0.0,-0.3,547
2290,4,6,10.00,0.0,-0.2,848
2291,4,6,11.00,0.0,0.1,1025
2292,4,6,12.00,0.0,0.9,1736
2293,4,6,13.00,0.0,1.8,1547
2294,4,6,14.00,0.0,2.0,1422
2295,4,6,15.00,0.0,2.2,1015
2296,4,6,16.00,0.0,1.8,468
2297,4,6,17.00,0.0,1.6,754
2298,4,6,18.00,0.0,-0.8,53
2299,4,6,19.00,0.0,-1.8,0
2300,4,6,20.00,0.0,-2.5,0
2301,4,6,21.00,0.0,-3.2,0
2302,4,6,22.00,0.0,-4.0,0
2303,4,6,23.00,0.0,-4.8,0
2304,4,6,24.00,0.0,-5.6,0
2305,4,7,1.00,0.0,-5.9,0
2306,4,7,2.00,0.0,-7.0,0
2307,4,7,3.00,0.0,-6.9,0
2308,4,7,4.00,0.0,-6.3,0
2309,4,7,5.00,0.0,-6.5,20
2310,4,7,6.00,0.0,-4.6,245
2311,4,7,7.00,0.0,-3.0,602
2312,4,7,8.00,0.0,0.3,1549
2313,4,7,9.00,0.0,2.4,2360
2314,4,7,10.00,0.0,2.0,1976
2315,4,7,11.00,0.0,1.2,684
2316,4,7,12.00,0.0,1.6,921
2317,4,7,13.00,0.0,3.1,1713
2318,4,7,14.00,0.0,3.9,1705
2319,4,7,15.00,0.0,2.8,755
2320,4,7,16.00,0.0,3.1,1678
2321,4,7,17.00,0.0,1.8,675
2322,4,7,18.00,0.0,-1.6,48
2323,4,7,19.00,0.0,-2.7,0
2324,4,7,20.00,0.0,-3.0,0
2325,4,7,21.00,0.0,-3.7,0
2326,4,7,22.00,0.0,-4.3,0
2327,4,7,23.00,0.0,-5.1,0
2328,4,7,24.00,0.0,-5.0,0
2329,4,8,1.00,0.0,-5.3,0
2330,4,8,2.00,0.0,-6.0,0
2331,4,8,3.00,0.0,-5.9,0
2332,4,8,4.00,0.0,-6.0,0
2333,4,8,5.00,0.0,-5.9,17
2334,4,8,6.00,0.0,-3.6,326
2335,4,8,7.00,0.0,0.6,1165
2336,4,8,8.00,0.0,3.0,1607
2337,4,8,9.00,0.0,4.9,1433
2338,4,8,10.00,0.0,6.0,2645
2339,4,8,11.00,0.0,7.2,2856
2340,4,8,12.00,0.0,8.5,3650
2341,4,8,13.00,0.0,8.5,3121
2342,4,8,14.00,0.0,8.7,2494
2343,4,8,15.00,0.0,8.7,-
2344,4,8,16.00,0.0,8.1,1353
2345,4,8,17.00,0.0,6.6,626
2346,4,8,18.00,0.0,1.9,45
2347,4,8,19.00,0.0,0.8,0
2348,4,8,20.00,0.0,-0.3,0
2349,4,8,21.00,0.0,-1.3,0
2350,4,8,22.00,0.0,-2.0,0
2351,4,8,23.00,0.0,-1.9,0
2352,4,8,24.00,0.0,-2.3,0
2353,4,9,1.00,0.0,-2.4,0
2354,4,9,2.00,0.0,-3.6,0
2355,4,9,3.00,0.0,-3.9,0
2356,4,9,4.00,0.0,-4.4,0
2357,4,9,5.00,0.0,-3.9,31
2358,4,9,6.00,0.0,-1.5,407
2359,4,9,7.00,0.0,3.0,1178
2360,4,9,8.00,0.0,6.2,1834
2361,4,9,9.00,0.0,6.7,-
2362,4,9,10.00,0.0,9.2,1970
2363,4,9,11.00,0.0,8.7,1952
2364,4,9,12.00,0.0,9.8,1723
2365,4,9,13.00,0.0,10.0,1901
2366,4,9,14.00,0.0,9.5,1575
2367,4,9,15.00,0.0,8.7,1176
2368,4,9,16.00,0.0,8.2,743
2369,4,9,17.00,0.0,7.4,312
2370,4,9,18.00,0.0,6.8,30
2371,4,9,19.00,0.0,6.5,0
2372,4,9,20.00,0.0,5.0,0
2373,4,9,21.00,0.0,3.5,0
2374,4,9,22.00,0.0,2.6,0
2375,4,9,23.00,0.0,2.1,0
2376,4,9,24.00,0.0,2.2,0
2377,4,10,1.00,0.0,2.7,0
2378,4,10,2.00,0.0,2.7,0
2379,4,10,3.00,0.0,3.7,1
2380,4,10,4.00,0.0,2.8,0
2381,4,10,5.00,0.0,3.2,36
2382,4,10,6.00,0.0,5.4,349
2383,4,10,7.00,0.0,5.9,500
2384,4,10,8.00,0.0,7.5,851
2385,4,10,9.00,0.0,9.0,1140
